KLVR Charger Detection Monitor - Started 2025-08-26 13:47:27
Monitoring: http://10.110.73.155:8000
============================================================

#  1 13:47:27 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1544mV | Δ=   4mV | Cycle=1
#269 13:49:51 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#270 13:49:52 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#271 13:49:52 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1554mV | Δ=   0mV | Cycle=2
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1550mV | Δ=  -4mV | Cycle=2
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1554mV | Δ=  -4mV | Cycle=1
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1554mV | Δ=   4mV | Cycle=1
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1572mV | Δ=   2mV | Cycle=3
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1558mV | Δ=  -2mV | Cycle=2
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1566mV | Δ=   0mV | Cycle=3
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1530mV | Δ=   0mV | Cycle=1
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1558mV | Δ=   4mV | Cycle=2
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1554mV | Δ=   6mV | Cycle=2
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1572mV | Δ=   0mV | Cycle=1
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1574mV | Δ=   0mV | Cycle=2
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1558mV | Δ=  -4mV | Cycle=1
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1580mV | Δ=  -4mV | Cycle=3
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1566mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1552mV | Δ=   0mV | Cycle=1
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=3
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1578mV | Δ=  -4mV | Cycle=1
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1560mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1570mV | Δ=  -2mV | Cycle=1
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1580mV | Δ=   6mV | Cycle=2
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=   2mV | Cycle=3
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1574mV | Δ=   8mV | Cycle=1
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1568mV | Δ=   4mV | Cycle=1
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1554mV | Δ=   6mV | Cycle=3
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1584mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=   2mV | Cycle=2
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1578mV | Δ=  -4mV | Cycle=1
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1552mV | Δ=   8mV | Cycle=2
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1562mV | Δ=  -4mV | Cycle=1
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1566mV | Δ=   2mV | Cycle=2
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1550mV | Δ=   6mV | Cycle=1
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1560mV | Δ=   0mV | Cycle=3
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1558mV | Δ=   4mV | Cycle=3
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1556mV | Δ=   0mV | Cycle=1
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1566mV | Δ=   2mV | Cycle=1
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1564mV | Δ=  -2mV | Cycle=1
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1590mV | Δ=   2mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1570mV | Δ=   6mV | Cycle=1
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1570mV | Δ=   0mV | Cycle=2
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1540mV | Δ=   0mV | Cycle=3
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=   2mV | Cycle=2
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1564mV | Δ=   0mV | Cycle=2
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1610mV | AAA_OFF=1610mV | Δ=   0mV | Cycle=3
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1598mV | Δ= -24mV | Cycle=2
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1582mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1544mV | Δ=   0mV | Cycle=3
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1572mV | Δ=   0mV | Cycle=2
#272 13:49:53 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#273 13:49:53 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#274 13:49:54 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#275 13:49:54 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#276 13:49:55 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#277 13:49:56 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#278 13:49:56 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#279 13:49:57 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#280 13:49:57 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#281 13:49:58 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1554mV | Δ=   0mV | Cycle=2
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1550mV | Δ=  -4mV | Cycle=2
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1554mV | Δ=  -4mV | Cycle=1
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1554mV | Δ=   4mV | Cycle=1
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1572mV | Δ=   2mV | Cycle=3
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1558mV | Δ=  -2mV | Cycle=2
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1566mV | Δ=   0mV | Cycle=3
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1530mV | Δ=   0mV | Cycle=1
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1558mV | Δ=   4mV | Cycle=2
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1554mV | Δ=   6mV | Cycle=2
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1572mV | Δ=   0mV | Cycle=1
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1574mV | Δ=   0mV | Cycle=2
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1558mV | Δ=  -4mV | Cycle=1
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1580mV | Δ=  -4mV | Cycle=3
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1566mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1552mV | Δ=   0mV | Cycle=1
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=3
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1578mV | Δ=  -4mV | Cycle=1
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1560mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1570mV | Δ=  -2mV | Cycle=1
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1580mV | Δ=   6mV | Cycle=2
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=   2mV | Cycle=3
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1574mV | Δ=   8mV | Cycle=1
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1568mV | Δ=   4mV | Cycle=1
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1554mV | Δ=   6mV | Cycle=3
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1584mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=   2mV | Cycle=2
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1578mV | Δ=  -4mV | Cycle=1
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1552mV | Δ=   8mV | Cycle=2
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1562mV | Δ=  -4mV | Cycle=1
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1566mV | Δ=   2mV | Cycle=2
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1550mV | Δ=   6mV | Cycle=1
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1560mV | Δ=   0mV | Cycle=3
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1558mV | Δ=   4mV | Cycle=3
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1556mV | Δ=   0mV | Cycle=1
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1566mV | Δ=   2mV | Cycle=1
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1564mV | Δ=  -2mV | Cycle=1
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1590mV | Δ=   2mV | Cycle=2
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1570mV | Δ=   6mV | Cycle=1
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1570mV | Δ=   0mV | Cycle=2
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1540mV | Δ=   0mV | Cycle=3
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=   2mV | Cycle=2
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1564mV | Δ=   0mV | Cycle=2
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1610mV | AAA_OFF=1610mV | Δ=   0mV | Cycle=3
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1598mV | Δ= -24mV | Cycle=2
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1582mV | Δ=  -4mV | Cycle=2
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1544mV | Δ=   0mV | Cycle=3
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1572mV | Δ=   0mV | Cycle=2
#282 13:49:58 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#283 13:49:59 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#284 13:49:59 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#285 13:50:00 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#286 13:50:00 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#287 13:50:01 | [AA TEST] Total: 33 | Correct AA: 33 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 48 → 33
#288 13:50:01 | [AA TEST] Total: 33 | Correct AA: 33 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#289 13:50:02 | [AA TEST] Total: 33 | Correct AA: 33 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#290 13:50:03 | [AA TEST] Total: 33 | Correct AA: 33 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#291 13:50:03 | [AA TEST] Total: 33 | Correct AA: 33 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1554mV | Δ=   0mV | Cycle=2
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1536mV | AAA_OFF=1536mV | Δ=   0mV | Cycle=1
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1546mV | Δ=   6mV | Cycle=3
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1554mV | Δ=   0mV | Cycle=1
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1572mV | Δ=   2mV | Cycle=3
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1558mV | Δ=   0mV | Cycle=2
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1552mV | Δ=   0mV | Cycle=3
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=2
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1560mV | Δ=   0mV | Cycle=3
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1552mV | Δ=  -2mV | Cycle=1
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1564mV | Δ=   8mV | Cycle=3
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1572mV | Δ=   2mV | Cycle=3
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1556mV | Δ=   6mV | Cycle=2
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1576mV | Δ=   2mV | Cycle=1
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1566mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1536mV | Δ=   2mV | Cycle=3
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1544mV | Δ=   4mV | Cycle=1
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1580mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1556mV | Δ=   0mV | Cycle=1
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1566mV | Δ=   0mV | Cycle=1
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1582mV | Δ=   4mV | Cycle=1
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1554mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1576mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1566mV | Δ=   2mV | Cycle=2
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1552mV | Δ=   8mV | Cycle=2
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1550mV | Δ=   6mV | Cycle=1
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1564mV | Δ=  -2mV | Cycle=1
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1568mV | Δ=   0mV | Cycle=3
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1566mV | Δ=   0mV | Cycle=2
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1584mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1576mV | Δ=   2mV | Cycle=1
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1578mV | Δ=  -2mV | Cycle=1
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1572mV | Δ=   0mV | Cycle=2
#292 13:50:04 | [AA TEST] Total: 33 | Correct AA: 33 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#293 13:50:04 | [AA TEST] Total: 33 | Correct AA: 33 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#294 13:50:05 | [AA TEST] Total: 33 | Correct AA: 33 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#295 13:50:05 | [AA TEST] Total: 33 | Correct AA: 33 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#296 13:50:06 | [AA TEST] Total: 33 | Correct AA: 33 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#297 13:50:06 | [AA TEST] Total: 33 | Correct AA: 33 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#298 13:50:07 | [AA TEST] Total: 33 | Correct AA: 33 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#299 13:50:07 | [AA TEST] Total: 33 | Correct AA: 33 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#300 13:50:08 | [AA TEST] Total: 33 | Correct AA: 33 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#301 13:50:08 | [AA TEST] Total: 33 | Correct AA: 33 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1554mV | Δ=   0mV | Cycle=2
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1536mV | AAA_OFF=1536mV | Δ=   0mV | Cycle=1
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1546mV | Δ=   6mV | Cycle=3
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1554mV | Δ=   0mV | Cycle=1
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1572mV | Δ=   2mV | Cycle=3
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1558mV | Δ=   0mV | Cycle=2
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1552mV | Δ=   0mV | Cycle=3
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=2
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1560mV | Δ=   0mV | Cycle=3
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1552mV | Δ=  -2mV | Cycle=1
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1564mV | Δ=   8mV | Cycle=3
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1572mV | Δ=   2mV | Cycle=3
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1556mV | Δ=   6mV | Cycle=2
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1576mV | Δ=   2mV | Cycle=1
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1566mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1536mV | Δ=   2mV | Cycle=3
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1544mV | Δ=   4mV | Cycle=1
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1580mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1556mV | Δ=   0mV | Cycle=1
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1566mV | Δ=   0mV | Cycle=1
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1582mV | Δ=   4mV | Cycle=1
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1554mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1576mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1566mV | Δ=   2mV | Cycle=2
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1552mV | Δ=   8mV | Cycle=2
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1550mV | Δ=   6mV | Cycle=1
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1564mV | Δ=  -2mV | Cycle=1
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1568mV | Δ=   0mV | Cycle=3
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1566mV | Δ=   0mV | Cycle=2
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1584mV | Δ=  -2mV | Cycle=3
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1576mV | Δ=   2mV | Cycle=1
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1578mV | Δ=  -2mV | Cycle=1
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1572mV | Δ=   0mV | Cycle=2
#302 13:50:09 | [AA TEST] Total: 33 | Correct AA: 33 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#303 13:50:09 | [AA TEST] Total: 33 | Correct AA: 33 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#304 13:50:10 | [AA TEST] Total: 33 | Correct AA: 33 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#305 13:50:11 | [AA TEST] Total: 10 | Correct AA: 10 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 33 → 10
#306 13:50:11 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 10 → 4
#307 13:50:12 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#308 13:50:12 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#309 13:50:13 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#310 13:50:13 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#311 13:50:14 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1552mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1572mV | Δ=   2mV | Cycle=3
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1594mV | Δ= -38mV | Cycle=3
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1558mV | Δ=   4mV | Cycle=2
#312 13:50:14 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#313 13:50:15 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#314 13:50:15 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#315 13:50:16 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#316 13:50:16 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#317 13:50:17 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#318 13:50:18 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#319 13:50:18 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#320 13:50:19 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
#321 13:50:19 | [AA TEST] Total:  4 | Correct AA:  4 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
