KLVR Charger Detection Monitor - Started 2025-08-26 15:01:19
Monitoring: http://10.110.73.155:8000
============================================================

#  1 15:01:19 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1558mV | Δ=1558mV | Cycle=2
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1568mV | AAA_OFF=1574mV | Δ=1570mV | Cycle=3
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1588mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1586mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1546mV | Δ=1550mV | Cycle=2
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1546mV | Δ=1548mV | Cycle=3
# 62 15:02:05 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 63 15:02:05 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 64 15:02:06 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 65 15:02:07 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 66 15:02:08 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 67 15:02:08 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 68 15:02:09 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 69 15:02:10 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 70 15:02:10 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 71 15:02:11 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1556mV | Δ=1556mV | Cycle=3
    ✅ SLOT 26: KLVR-AAA | AAA_ON=1402mV | AAA_OFF=1060mV | Δ= 342mV | Cycle=1
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=1560mV | Δ=1562mV | Cycle=3
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=3
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1434mV | AAA_OFF=1090mV | Δ= 344mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1548mV | Δ=1530mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1556mV | Δ=1548mV | Cycle=3
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1560mV | Δ=   0mV | Cycle=2
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1554mV | Δ=1560mV | Cycle=1
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1566mV | AAA_OFF=1570mV | Δ=1566mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1580mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1572mV | AAA_OFF=1574mV | Δ=   0mV | Cycle=3
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1570mV | AAA_OFF=1570mV | Δ=1570mV | Cycle=3
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1592mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1592mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1550mV | Δ=1544mV | Cycle=2
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1544mV | Δ=   0mV | Cycle=3
# 72 15:02:12 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 73 15:02:13 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 74 15:02:13 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 75 15:02:14 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 76 15:02:15 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 77 15:02:16 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 78 15:02:16 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 79 15:02:17 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 80 15:02:18 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 81 15:02:19 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1574mV | AAA_OFF=1552mV | Δ=1548mV | Cycle=3
    ✅ SLOT 26: KLVR-AAA | AAA_ON=1402mV | AAA_OFF=1060mV | Δ= 342mV | Cycle=1
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1560mV | Δ=   0mV | Cycle=3
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1434mV | AAA_OFF=1090mV | Δ= 344mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1552mV | Δ=   0mV | Cycle=3
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1552mV | Δ=   0mV | Cycle=2
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1560mV | Δ=1558mV | Cycle=1
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1572mV | AAA_OFF=1564mV | Δ=1568mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1588mV | AAA_OFF=1578mV | Δ=1584mV | Cycle=2
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1574mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=   0mV | Cycle=3
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1590mV | AAA_OFF=1590mV | Δ=1592mV | Cycle=1
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1548mV | Δ=1550mV | Cycle=3
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1550mV | Δ=1552mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1592mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1544mV | Δ=1546mV | Cycle=2
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=3
# 82 15:02:19 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 83 15:02:20 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 84 15:02:21 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 85 15:02:22 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 86 15:02:22 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 87 15:02:23 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 88 15:02:24 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 89 15:02:25 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 90 15:02:25 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 91 15:02:26 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1574mV | AAA_OFF=1552mV | Δ=1548mV | Cycle=3
    ✅ SLOT 26: KLVR-AAA | AAA_ON=1402mV | AAA_OFF=1060mV | Δ= 342mV | Cycle=1
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1560mV | Δ=   0mV | Cycle=3
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1434mV | AAA_OFF=1090mV | Δ= 344mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1552mV | Δ=   0mV | Cycle=3
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1552mV | Δ=   0mV | Cycle=2
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1560mV | Δ=1558mV | Cycle=1
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1572mV | AAA_OFF=1564mV | Δ=1568mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1588mV | AAA_OFF=1578mV | Δ=1584mV | Cycle=2
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1574mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=   0mV | Cycle=3
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1590mV | AAA_OFF=1590mV | Δ=1592mV | Cycle=1
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1548mV | Δ=1550mV | Cycle=3
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1550mV | Δ=1552mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1592mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1544mV | Δ=1546mV | Cycle=2
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=3
# 92 15:02:27 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 93 15:02:28 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 94 15:02:28 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 95 15:02:29 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 96 15:02:30 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 97 15:02:30 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 98 15:02:31 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 99 15:02:32 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#100 15:02:33 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#101 15:02:33 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1568mV | Δ=   0mV | Cycle=3
    ✅ SLOT 26: KLVR-AAA | AAA_ON=1402mV | AAA_OFF=1060mV | Δ= 342mV | Cycle=1
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1542mV | AAA_OFF=1542mV | Δ=1544mV | Cycle=3
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1434mV | AAA_OFF=1090mV | Δ= 344mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1550mV | Δ=   0mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1548mV | Δ=   0mV | Cycle=3
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1560mV | Δ=   0mV | Cycle=1
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1572mV | AAA_OFF=1566mV | Δ=   0mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1560mV | Δ=1560mV | Cycle=3
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1556mV | Δ=1556mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1586mV | AAA_OFF=1582mV | Δ=   0mV | Cycle=2
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1576mV | AAA_OFF=1572mV | Δ=1574mV | Cycle=3
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1570mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1590mV | AAA_OFF=1590mV | Δ=1592mV | Cycle=1
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1544mV | Δ=1552mV | Cycle=3
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1552mV | Δ=1550mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1586mV | AAA_OFF=1592mV | Δ=1588mV | Cycle=3
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1550mV | Δ=   0mV | Cycle=2
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1554mV | Δ=1556mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=1560mV | Δ=1560mV | Cycle=1
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
#102 15:02:34 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#103 15:02:35 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#104 15:02:36 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#105 15:02:36 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#106 15:02:37 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#107 15:02:38 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#108 15:02:39 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#109 15:02:39 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#110 15:02:40 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#111 15:02:41 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1556mV | Δ=1558mV | Cycle=2
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=3
    ✅ SLOT 26: KLVR-AAA | AAA_ON=1402mV | AAA_OFF=1060mV | Δ= 342mV | Cycle=1
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1540mV | AAA_OFF=1542mV | Δ=1546mV | Cycle=3
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1434mV | AAA_OFF=1090mV | Δ= 344mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1552mV | Δ=1556mV | Cycle=2
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1556mV | Δ=   0mV | Cycle=1
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1568mV | AAA_OFF=1564mV | Δ=   0mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1556mV | Δ=1554mV | Cycle=3
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1554mV | Δ=1556mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1584mV | AAA_OFF=1580mV | Δ=   0mV | Cycle=2
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1578mV | AAA_OFF=1578mV | Δ=1572mV | Cycle=3
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1568mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1592mV | AAA_OFF=1592mV | Δ=   0mV | Cycle=1
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1550mV | Δ=   0mV | Cycle=3
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1546mV | Δ=   0mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1588mV | AAA_OFF=1592mV | Δ=   0mV | Cycle=3
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1544mV | Δ=   0mV | Cycle=2
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1558mV | Δ=1556mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1560mV | Δ=1560mV | Cycle=1
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
#112 15:02:42 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#113 15:02:42 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#114 15:02:43 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#115 15:02:44 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#116 15:02:45 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#117 15:02:45 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#118 15:02:46 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#119 15:02:47 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#120 15:02:47 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#121 15:02:48 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1598mV | AAA_OFF=1560mV | Δ=   0mV | Cycle=2
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 26: KLVR-AAA | AAA_ON=1402mV | AAA_OFF=1060mV | Δ= 342mV | Cycle=1
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1536mV | AAA_OFF=1534mV | Δ=   0mV | Cycle=3
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1434mV | AAA_OFF=1090mV | Δ= 344mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1538mV | Δ=1534mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1550mV | Δ=1552mV | Cycle=3
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1556mV | Δ=1558mV | Cycle=2
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1566mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1554mV | AAA_OFF=1556mV | Δ=   0mV | Cycle=3
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1554mV | Δ=   0mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1582mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1574mV | AAA_OFF=1576mV | Δ=   0mV | Cycle=3
    ✅ SLOT 39: KLVR-AAA | AAA_ON=1568mV | AAA_OFF=1572mV | Δ=1574mV | Cycle=3
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1592mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1592mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=3
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1556mV | AAA_OFF=1554mV | Δ=   0mV | Cycle=1
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1562mV | Δ=   0mV | Cycle=1
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1548mV | Δ=1548mV | Cycle=3
#122 15:02:49 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#123 15:02:50 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#124 15:02:50 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#125 15:02:51 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#126 15:02:52 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#127 15:02:53 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#128 15:02:53 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#129 15:02:54 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
