KLVR Charger Detection Monitor - Started 2025-08-26 15:07:09
Monitoring: http://10.110.73.155:8000
============================================================

#  1 15:07:14 | ❌ Connection failed
#  2 15:07:20 | ❌ Connection failed
#  3 15:07:25 | ❌ Connection failed
#  4 15:07:31 | ❌ Connection failed
#  5 15:07:33 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#  6 15:07:33 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#  7 15:07:34 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#  8 15:07:35 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
#  9 15:07:36 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 10 15:07:36 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
# 11 15:07:37 | [AAA TEST] Total: 24 | Detected AAA: 24 | Failed to detect:  0 | Retries: 0 | ✅ All detected
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1192mV | Δ= 368mV | Cycle=2
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=-2mV | Cycle=2
    📥 BATTERY COUNT: 1 → 24
# 70 15:08:21 | [AAA TEST] Total: 24 | Detected AAA: 23 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1198mV | Δ= 360mV | Cycle=3
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1242mV | Δ= 296mV | Cycle=1
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1264mV | Δ= 288mV | Cycle=3
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1200mV | Δ= 346mV | Cycle=1
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1470mV | AAA_OFF=1128mV | Δ= 342mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1184mV | Δ= 354mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1574mV | Δ=   0mV | Cycle=2
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1558mV | Δ=   0mV | Cycle=3
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1208mV | Δ= 340mV | Cycle=3
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1262mV | Δ= 298mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1210mV | Δ= 350mV | Cycle=1
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1234mV | Δ= 314mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1574mV | AAA_OFF=1286mV | Δ= 288mV | Cycle=3
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1204mV | Δ= 360mV | Cycle=2
    ✅ SLOT 39: KLVR-AAA | AAA_ON= 346mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1590mV | AAA_OFF=1238mV | Δ= 352mV | Cycle=3
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1196mV | Δ= 354mV | Cycle=1
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1256mV | Δ= 288mV | Cycle=2
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1594mV | AAA_OFF=1236mV | Δ= 358mV | Cycle=2
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1196mV | Δ= 352mV | Cycle=3
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1240mV | Δ= 304mV | Cycle=2
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=1212mV | Δ= 350mV | Cycle=1
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1200mV | Δ= 348mV | Cycle=1
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=-2mV | Cycle=2
# 71 15:08:22 | [AAA TEST] Total: 24 | Detected AAA: 23 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1198mV | Δ= 360mV | Cycle=3
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1242mV | Δ= 296mV | Cycle=1
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1264mV | Δ= 288mV | Cycle=3
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1200mV | Δ= 346mV | Cycle=1
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1470mV | AAA_OFF=1128mV | Δ= 342mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1184mV | Δ= 354mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1574mV | Δ=   0mV | Cycle=2
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1558mV | Δ=   0mV | Cycle=3
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1208mV | Δ= 340mV | Cycle=3
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1262mV | Δ= 298mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1210mV | Δ= 350mV | Cycle=1
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1234mV | Δ= 314mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1574mV | AAA_OFF=1286mV | Δ= 288mV | Cycle=3
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1204mV | Δ= 360mV | Cycle=2
    ✅ SLOT 39: KLVR-AAA | AAA_ON= 346mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1590mV | AAA_OFF=1238mV | Δ= 352mV | Cycle=3
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1196mV | Δ= 354mV | Cycle=1
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1256mV | Δ= 288mV | Cycle=2
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1594mV | AAA_OFF=1236mV | Δ= 358mV | Cycle=2
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1196mV | Δ= 352mV | Cycle=3
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1240mV | Δ= 304mV | Cycle=2
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=1212mV | Δ= 350mV | Cycle=1
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1200mV | Δ= 348mV | Cycle=1
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=-2mV | Cycle=2
# 72 15:08:22 | [AAA TEST] Total: 24 | Detected AAA: 23 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1198mV | Δ= 360mV | Cycle=3
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1242mV | Δ= 296mV | Cycle=1
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1264mV | Δ= 288mV | Cycle=3
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1200mV | Δ= 346mV | Cycle=1
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1470mV | AAA_OFF=1128mV | Δ= 342mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1184mV | Δ= 354mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1574mV | Δ=   0mV | Cycle=2
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1558mV | Δ=   0mV | Cycle=3
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1208mV | Δ= 340mV | Cycle=3
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1262mV | Δ= 298mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1210mV | Δ= 350mV | Cycle=1
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1234mV | Δ= 314mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1574mV | AAA_OFF=1286mV | Δ= 288mV | Cycle=3
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1204mV | Δ= 360mV | Cycle=2
    ✅ SLOT 39: KLVR-AAA | AAA_ON= 346mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1590mV | AAA_OFF=1238mV | Δ= 352mV | Cycle=3
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1196mV | Δ= 354mV | Cycle=1
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1256mV | Δ= 288mV | Cycle=2
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1594mV | AAA_OFF=1236mV | Δ= 358mV | Cycle=2
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1196mV | Δ= 352mV | Cycle=3
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1240mV | Δ= 304mV | Cycle=2
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=1212mV | Δ= 350mV | Cycle=1
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1200mV | Δ= 348mV | Cycle=1
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=-2mV | Cycle=2
# 73 15:08:23 | [AAA TEST] Total: 24 | Detected AAA: 23 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1198mV | Δ= 360mV | Cycle=3
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1242mV | Δ= 296mV | Cycle=1
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1264mV | Δ= 288mV | Cycle=3
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1200mV | Δ= 346mV | Cycle=1
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1470mV | AAA_OFF=1128mV | Δ= 342mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1184mV | Δ= 354mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1574mV | Δ=   0mV | Cycle=2
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1558mV | Δ=   0mV | Cycle=3
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1208mV | Δ= 340mV | Cycle=3
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1262mV | Δ= 298mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1210mV | Δ= 350mV | Cycle=1
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1234mV | Δ= 314mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1574mV | AAA_OFF=1286mV | Δ= 288mV | Cycle=3
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1204mV | Δ= 360mV | Cycle=2
    ✅ SLOT 39: KLVR-AAA | AAA_ON= 346mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1590mV | AAA_OFF=1238mV | Δ= 352mV | Cycle=3
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1196mV | Δ= 354mV | Cycle=1
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1256mV | Δ= 288mV | Cycle=2
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1594mV | AAA_OFF=1236mV | Δ= 358mV | Cycle=2
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1196mV | Δ= 352mV | Cycle=3
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1240mV | Δ= 304mV | Cycle=2
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=1212mV | Δ= 350mV | Cycle=1
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1200mV | Δ= 348mV | Cycle=1
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=-2mV | Cycle=2
# 74 15:08:24 | [AAA TEST] Total: 24 | Detected AAA: 23 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1198mV | Δ= 360mV | Cycle=3
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1242mV | Δ= 296mV | Cycle=1
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1264mV | Δ= 288mV | Cycle=3
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1200mV | Δ= 346mV | Cycle=1
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1470mV | AAA_OFF=1128mV | Δ= 342mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1184mV | Δ= 354mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1574mV | Δ=   0mV | Cycle=2
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1558mV | Δ=   0mV | Cycle=3
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1208mV | Δ= 340mV | Cycle=3
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1262mV | Δ= 298mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1210mV | Δ= 350mV | Cycle=1
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1234mV | Δ= 314mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1574mV | AAA_OFF=1286mV | Δ= 288mV | Cycle=3
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1204mV | Δ= 360mV | Cycle=2
    ✅ SLOT 39: KLVR-AAA | AAA_ON= 346mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1590mV | AAA_OFF=1238mV | Δ= 352mV | Cycle=3
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1196mV | Δ= 354mV | Cycle=1
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1256mV | Δ= 288mV | Cycle=2
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1594mV | AAA_OFF=1236mV | Δ= 358mV | Cycle=2
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1196mV | Δ= 352mV | Cycle=3
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1240mV | Δ= 304mV | Cycle=2
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=1212mV | Δ= 350mV | Cycle=1
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1200mV | Δ= 348mV | Cycle=1
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=-2mV | Cycle=2
# 75 15:08:24 | [AAA TEST] Total: 24 | Detected AAA: 23 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1198mV | Δ= 360mV | Cycle=3
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1242mV | Δ= 296mV | Cycle=1
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1264mV | Δ= 288mV | Cycle=3
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1200mV | Δ= 346mV | Cycle=1
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1470mV | AAA_OFF=1128mV | Δ= 342mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1184mV | Δ= 354mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1574mV | Δ=   0mV | Cycle=2
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1558mV | Δ=   0mV | Cycle=3
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1208mV | Δ= 340mV | Cycle=3
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1262mV | Δ= 298mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1210mV | Δ= 350mV | Cycle=1
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1234mV | Δ= 314mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1574mV | AAA_OFF=1286mV | Δ= 288mV | Cycle=3
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1204mV | Δ= 360mV | Cycle=2
    ✅ SLOT 39: KLVR-AAA | AAA_ON= 346mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1590mV | AAA_OFF=1238mV | Δ= 352mV | Cycle=3
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1196mV | Δ= 354mV | Cycle=1
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1256mV | Δ= 288mV | Cycle=2
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1594mV | AAA_OFF=1236mV | Δ= 358mV | Cycle=2
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1196mV | Δ= 352mV | Cycle=3
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1240mV | Δ= 304mV | Cycle=2
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=1212mV | Δ= 350mV | Cycle=1
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1200mV | Δ= 348mV | Cycle=1
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=-2mV | Cycle=2
# 76 15:08:25 | [AAA TEST] Total: 24 | Detected AAA: 23 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1198mV | Δ= 360mV | Cycle=3
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1242mV | Δ= 296mV | Cycle=1
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1264mV | Δ= 288mV | Cycle=3
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1200mV | Δ= 346mV | Cycle=1
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1470mV | AAA_OFF=1128mV | Δ= 342mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1184mV | Δ= 354mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1574mV | Δ=   0mV | Cycle=2
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1558mV | Δ=   0mV | Cycle=3
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1208mV | Δ= 340mV | Cycle=3
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1262mV | Δ= 298mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1210mV | Δ= 350mV | Cycle=1
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1234mV | Δ= 314mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1574mV | AAA_OFF=1286mV | Δ= 288mV | Cycle=3
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1204mV | Δ= 360mV | Cycle=2
    ✅ SLOT 39: KLVR-AAA | AAA_ON= 346mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1590mV | AAA_OFF=1238mV | Δ= 352mV | Cycle=3
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1196mV | Δ= 354mV | Cycle=1
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1256mV | Δ= 288mV | Cycle=2
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1594mV | AAA_OFF=1236mV | Δ= 358mV | Cycle=2
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1196mV | Δ= 352mV | Cycle=3
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1240mV | Δ= 304mV | Cycle=2
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=1212mV | Δ= 350mV | Cycle=1
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1200mV | Δ= 348mV | Cycle=1
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
    🔬 SLOT 26 DETAILS: Detected=KLVR-AA | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=-2mV | Cycle=2
# 77 15:08:26 | [AAA TEST] Total: 24 | Detected AAA: 23 | Failed to detect:  1 | Retries: 0 | 🚨 DETECTION FAILED!
    ✅ SLOT 24: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1198mV | Δ= 360mV | Cycle=3
    ✅ SLOT 25: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1242mV | Δ= 296mV | Cycle=1
    🚨 SLOT 26: KLVR-AA  | AAA_ON=1094mV | AAA_OFF=1096mV | Δ=  -2mV | Cycle=2
    ✅ SLOT 27: KLVR-AAA | AAA_ON=1552mV | AAA_OFF=1264mV | Δ= 288mV | Cycle=3
    ✅ SLOT 28: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1200mV | Δ= 346mV | Cycle=1
    ✅ SLOT 29: KLVR-AAA | AAA_ON=1470mV | AAA_OFF=1128mV | Δ= 342mV | Cycle=2
    ✅ SLOT 30: KLVR-AAA | AAA_ON=1538mV | AAA_OFF=1184mV | Δ= 354mV | Cycle=2
    ✅ SLOT 31: KLVR-AAA | AAA_ON=1546mV | AAA_OFF=1574mV | Δ=   0mV | Cycle=2
    ✅ SLOT 32: KLVR-AAA | AAA_ON=1558mV | AAA_OFF=1558mV | Δ=   0mV | Cycle=3
    ✅ SLOT 33: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1208mV | Δ= 340mV | Cycle=3
    ✅ SLOT 34: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1262mV | Δ= 298mV | Cycle=2
    ✅ SLOT 35: KLVR-AAA | AAA_ON=1560mV | AAA_OFF=1210mV | Δ= 350mV | Cycle=1
    ✅ SLOT 36: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1234mV | Δ= 314mV | Cycle=2
    ✅ SLOT 37: KLVR-AAA | AAA_ON=1574mV | AAA_OFF=1286mV | Δ= 288mV | Cycle=3
    ✅ SLOT 38: KLVR-AAA | AAA_ON=1564mV | AAA_OFF=1204mV | Δ= 360mV | Cycle=2
    ✅ SLOT 39: KLVR-AAA | AAA_ON= 346mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 40: KLVR-AAA | AAA_ON=1590mV | AAA_OFF=1238mV | Δ= 352mV | Cycle=3
    ✅ SLOT 41: KLVR-AAA | AAA_ON=1550mV | AAA_OFF=1196mV | Δ= 354mV | Cycle=1
    ✅ SLOT 42: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1256mV | Δ= 288mV | Cycle=2
    ✅ SLOT 43: KLVR-AAA | AAA_ON=1594mV | AAA_OFF=1236mV | Δ= 358mV | Cycle=2
    ✅ SLOT 44: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1196mV | Δ= 352mV | Cycle=3
    ✅ SLOT 45: KLVR-AAA | AAA_ON=1544mV | AAA_OFF=1240mV | Δ= 304mV | Cycle=2
    ✅ SLOT 46: KLVR-AAA | AAA_ON=1562mV | AAA_OFF=1212mV | Δ= 350mV | Cycle=1
    ✅ SLOT 47: KLVR-AAA | AAA_ON=1548mV | AAA_OFF=1200mV | Δ= 348mV | Cycle=1
    🚨🚨 AAA DETECTION FAILURE! 1 AAA batteries not detected!
